nconst	primaryName	birthYear	deathYear
nm0325670	Sidney M. Goldin	1878	1937
nm0326117	Oliver Goldsmith	1730	1774
nm0326235	Jennie Goldstein	1895	1960
nm0326341	Zina Goldsztejn	\N	\N
nm0326378	John Goldsworthy	1884	1958
nm0327201	Vasili Goncharov	1861	1915
nm0327206	Aleksandra Goncharova	1888	1969
nm0327494	Isabel Gonzales	\N	\N
nm0327762	Myrtle Gonzalez	1891	1918
nm0327955	Félix González Llana	\N	\N
nm0328322	Manuel González	\N	\N
nm0328341	Marina González	\N	\N
nm0328757	Grace Goodall	1889	1940
nm0328760	Jack Goodall	\N	\N
nm0328782	Joe Goodboy	\N	\N
nm0329035	Coley Goodman	1881	1938
nm0329039	Daniel Carson Goodman	1881	1957
nm0329093	Henrietta Goodman	\N	\N
nm0329136	Jules Eckert Goodman	1876	1962
nm0329167	Ludloe Goodman	\N	\N
nm0329212	Robert Goodman	\N	\N
nm0329303	Edna Goodrich	1883	1971
nm0329395	Greta Goodstadt	\N	\N
nm0329522	Nat C. Goodwin	1857	1919
nm0329573	Fred Goodwins	1891	1923
nm0329822	Georges Gorby	1862	1948
nm0329924	Jacob Gordin	1853	1909
nm0330242	Harris Gordon	1884	1947
nm0330273	Jack Gordon	1904	1974
nm0330280	James Gordon	1871	1941
nm0330352	Julia Swayne Gordon	1878	1933
nm0330384	Lawrence Gordon	\N	\N
nm0330442	Maude Turner Gordon	1868	1940
nm0330526	Phyllis Gordon	1889	1964
nm0330637	Thomas Gordon	\N	\N
nm0331049	Charles Gorman	1865	1928
nm0331084	John Gorman	1884	1936
nm0331555	Charles Frederick Goss	\N	\N
nm0332024	John Gottowt	1881	1942
nm0332028	Ellen Gottschalch	1894	1981
nm0332045	Louis F. Gottschalk	1864	1934
nm0332181	Gouget	\N	\N
nm0332182	Henri Gouget	\N	\N
nm0332217	John Gough	1894	1968
nm0332454	Milton S. Gould	\N	\N
nm0333175	Axel Graatkjær	1885	1969
nm0333598	Henry Grady	\N	\N
nm0333862	Louise Graganza	\N	\N
nm0333924	Ben Graham	1851	1924
nm0334788	Suzanne Grandais	1893	1920
nm0334873	Ethel Grandin	1894	1988
nm0334899	Madeleine Grandjean	\N	\N
nm0334918	Francis J. Grandon	1879	1929
nm0335321	Corinne Grant	1884	1970
nm0335584	Nellie Grant	\N	\N
nm0335752	Fred LeRoy Granville	1886	1932
nm0335788	Charley Grapewin	1869	1956
nm0336025	Stephen Grattan	1870	1930
nm0336380	Fernand Gravey	1905	1970
nm0336414	Gabriel de Gravone	1887	1972
nm0336471	Betty Gray	1895	1919
nm0336818	Mary Gray	\N	\N
nm0336824	Maxwell Gray	1846	1923
nm0336910	Robert Gray	1881	1963
nm0337010	William B. Gray	\N	\N
nm0337033	Joseph Graybill	1887	1913
nm0337083	Donald Grayson	1908	1958
nm0337556	Evelyn Greeley	1888	1975
nm0337586	Alfred E. Green	1889	1960
nm0337801	Dorothy Green	1892	1963
nm0338028	Judd Green	1857	1932
nm0338379	Tom Green	1852	1942
nm0338465	Josef Greenbaum	\N	\N
nm0338466	Jules Greenbaum	1867	1924
nm0338708	Clay M. Greene	1850	1933
nm0338824	Kempton Greene	1889	1939
nm0338850	Mabel Greene	1886	1916
nm0338906	Robert Greene	\N	\N
nm0339379	Reeva Greenwood	\N	1972
nm0339408	Winifred Greenwood	1885	1961
nm0339499	Elsie Greeson	1895	1995
nm0339765	Carl Gregory	1882	1951
nm0339808	Fannie Gregory	\N	\N
nm0339901	Mildred Gregory	1895	1956
nm0339974	Zoe Gregory	\N	\N
nm0340020	René Gréhan	\N	\N
nm0340045	Frida Greiff	1884	1959
nm0340540	Clifford Grey	1887	1941
nm0340584	Hetty Grey	\N	\N
nm0340593	Jane Grey	1883	1944
nm0340651	Olga Grey	1896	1973
nm0340657	Phyllis Grey	1887	1922
nm0340664	Rebe Grey	\N	\N
nm0340719	Zane Grey	1872	1939
nm0340807	Harry Gribbon	1885	1961
nm0341185	Frank Griffin	1886	1953
nm0341442	Beverly Griffith	1887	1970
nm0341503	Gordon Griffith	1907	1958
nm0341512	Harry Griffith	1866	1926
nm0341554	Katherine Griffith	1876	1921
nm0342109	Domenico Grimaldi	\N	\N
nm0342278	Jacob Grimm	1785	1863
nm0342303	Wilhelm Grimm	1786	1859
nm0342510	Harry Gripp	1889	1953
nm0342541	Antonio Grisanti	1859	1914
nm0342563	Louis R. Grisel	1849	1928
nm0342658	James Griswold	1882	1935
nm0343043	Andrey Gromov	1887	1922
nm0344029	Leonard Grover	1858	1947
nm0344059	Fred Groves	1880	1955
nm0344930	Jacques Grétillat	1885	1950
nm0344981	Georg Grönroos	1885	1927
nm0345217	Adrià Gual	1872	1946
nm0345500	Enrico Guazzoni	1876	1949
nm0346090	Señora Guerra	\N	\N
nm0346225	María Guerrero	1867	1928
nm0346387	Arthur Guest	1857	1937
nm0346652	Guibernat	\N	\N
nm0346808	Paul Guidé	1884	1940
nm0346933	Luis Guilemany	\N	\N
nm0347058	Marcel Guillemaud	1867	1924
nm0347320	Àngel Guimerà	1847	1924
nm0347532	Wyndham Guise	1859	1934
nm0347565	Enrique Guitart padre	\N	\N
nm0347566	Enrique Guitart	1909	1999
nm0347571	Trini Guitart	\N	\N
nm0348052	Aagot Gundersen	\N	\N
nm0348062	Jens Christian Gundersen	1868	1945
nm0348348	Archibald Clavering Gunter	1847	1907
nm0348701	Val Gurney	1889	1930
nm0349492	Eliseo Gutiérrez	1885	1929
nm0349785	Alice Guy	1873	1968
nm0349907	Cécile Guyon	1890	1927
nm0350376	Dorothy Gwynne	\N	\N
nm0350514	Gyp	1850	1932
nm0350628	Fernando Gálvez	1876	\N
nm0350695	Adolf Gärtner	1867	1958
nm0350759	Firmin Gémier	1869	1933
nm0350802	Marc Gérard	\N	\N
nm0351275	Valentín Gómez	\N	\N
nm0351331	Sándor Góth	1869	1946
nm0351333	Gyula Gózon	1885	1972
nm0352120	Andrea Habay	1883	1941
nm0352399	Gertrud Hackelberg	\N	\N
nm0352443	Albert Hackett	1900	1995
nm0352454	Florence Hackett	1880	1954
nm0352461	James K. Hackett	1869	1926
nm0352463	Jeanette Hackett	1898	1979
nm0352495	Raymond Hackett	1902	1958
nm0352726	William F. Haddock	1877	1969
nm0352805	Hilde Hadges	\N	\N
nm0352873	Bert Hadley	1882	1968
nm0352913	Raymond Hadley	\N	\N
nm0353575	Walter Haggar	1880	1953
nm0353576	William Haggar	1851	1925
nm0353584	H. Rider Haggard	1856	1925
nm0353770	Justus Hagman	1859	1936
nm0353774	Mia Hagman	1863	1948
nm0353775	Paul Hagman	1887	1964
nm0353855	Eugene H. Hagy	\N	\N
nm0353956	Philip Hahn	1884	1976
nm0354282	Rhea Haines	1894	1964
nm0354726	Louis Halberstadt	1880	1961
nm0354790	Bert Haldane	1867	1937
nm0354803	Edith Haldeman	1905	1984
nm0354812	Hans Halder	1888	1973
nm0354845	Albert W. Hale	1882	1947
nm0354872	Charles H. Hale	\N	\N
nm0354878	Creighton Hale	1889	1965
nm0354925	J.S. Hale	\N	\N
nm0355030	Walter Hale	1869	1917
nm0355111	Merton Haley	\N	\N
nm0355510	Donald Hall	1867	1948
nm0355550	Ella Hall	1897	1981
nm0355555	Emmett C. Hall	1882	1956
nm0355582	Franklyn Hall	1886	\N
nm0355641	Helen Hall	\N	\N
nm0355662	J. Robinson Hall	1891	\N
nm0355818	Laura Nelson Hall	1876	1936
nm0355833	Lindsay J. Hall	1863	1937
nm0355893	Mayre Hall	1895	\N
nm0356267	Henry Hallam	1867	1921
nm0356337	Märta Halldén	1884	1932
nm0356439	Edith Halleran	1893	\N
nm0356706	Edith Hallor	1896	1971
nm0357028	Forrest Halsey	1877	1949
nm0357219	Harry Ham	1886	1943
nm0357530	Edna Hammel	1901	1964
nm0357590	Fred Hamer	1873	1953
nm0357795	Cosmo Hamilton	1870	1942
nm0357872	Gilbert P. Hamilton	1890	1962
nm0357890	Gustave Hamilton	1871	1951
nm0357966	John Hamilton	\N	\N
nm0358011	Laura Hamilton	\N	\N
nm0358020	Lloyd Hamilton	1891	1935
nm0358164	Shorty Hamilton	1879	1925
nm0358349	Joë Hamman	1883	1974
nm0358458	Ina Hammer	1866	1953
nm0358572	Stella Hammerstein	1882	1975
nm0358616	Lucille Hammill	1902	1939
nm0358657	Charles Hammond	1878	1941
nm0358677	Dorothy Hammond	1876	1950
nm0358721	Kathleen Hammond	\N	\N
nm0358914	Genevieve Hamper	1888	1971
nm0359687	Harry Handworth	1878	1916
nm0359688	Octavia Handworth	1887	1978
nm0359823	Ray Hanford	1887	1939
nm0359975	Arthur Preston Hankins	\N	\N
nm0360114	William J. Hanley	\N	\N
nm0360123	George Hanlon Jr.	\N	\N
nm0360187	Audrey Hanna	1907	1990
nm0360203	Franklyn Hanna	1875	1931
nm0360373	M.E. Hannefy	\N	\N
nm0360514	Henry Kotani	1887	1972
nm0360617	Howell Hansel	1871	1917
nm0360733	Clays Hansen	\N	\N
nm0360908	Juanita Hansen	1895	1961
nm0361270	Gladys Hanson	1883	1973
nm0361343	Olaf Hanson	\N	\N
nm0361518	Emmerich Hanus	1884	1956
nm0361859	Mici Haraszti	1882	1964
nm0361882	Carl Harbaugh	1886	1960
nm0361989	Ferris Harcourt	\N	\N
nm0362567	Cedric Hardwicke	1893	1964
nm0362636	Fred Hardy	\N	\N
nm0362762	Thomas Hardy	1840	1928
nm0362900	D.T. Hargan	\N	\N
nm0363147	James W. Harkins Jr.	\N	\N
nm0363227	Otis Harlan	1865	1940
nm0363288	Edwin Harley	1848	1933
nm0363465	Jean Chameroy	\N	\N
nm0363991	Tommy Harper	\N	\N
nm0364046	Eliza G. Harral	\N	\N
nm0364203	William Harrigan	1886	1966
nm0364392	A. Clayton Harris	\N	\N
nm0364506	Buddy Harris	\N	1971
nm0364516	Caroline Harris	1866	1937
nm0364525	Charles Harris	1865	1930
nm0364550	Clarence J. Harris	1873	1941
nm0364757	Harry B. Harris	1880	\N
nm0364779	Hugh King Harris	\N	\N
nm0365121	Mildred Harris	1901	1944
nm0365290	Sadie Harris	1888	1933
nm0365381	Theodosia Harris	1877	1938
nm0365428	Wadsworth Harris	1864	1942
nm0365493	Bertram Harrison	\N	\N
nm0365626	Henry Sydnor Harrison	1880	1930
nm0365637	James Harrison	1891	1986
nm0365723	Louis Reeves Harrison	1857	1921
nm0365742	Mark Harrison	1864	1952
nm0365774	Mrs. Burton Harrison	\N	\N
nm0365865	Saul Harrison	1888	1944
nm0365927	W.F. Harrison	\N	\N
nm0366008	Robert Harron	1893	1920
nm0366078	Zsolt Harsányi	1887	1943
nm0366473	Peggy Hart	\N	\N
nm0366511	Ruth Hart	1886	1952
nm0366585	William E. Hart	\N	\N
nm0366586	William S. Hart	1864	1946
nm0366609	Betty Harte	1882	1965
nm0366610	Bret Harte	1836	1902
nm0366689	David Hartford	1873	1932
nm0366742	Pat Hartigan	1881	1951
nm0366958	Gretchen Hartman	1897	1979
nm0367362	Will Hartzell	\N	\N
nm0367363	Juan Eugenio Hartzenbusch	1806	1880
nm0367469	Clarence Harvey	1864	1945
nm0367554	J. Harvey	\N	\N
nm0367556	Jack Harvey	1881	1954
nm0367705	Rupert Harvey	1887	1954
nm0367858	Harzé	\N	\N
nm0368434	Karl Hasselmann	1883	1966
nm0368563	Carey L. Hastings	1867	1944
nm0368621	Seymour Hastings	1872	1937
nm0368705	Al Hatch	\N	\N
nm0368748	Riley Hatch	1862	1925
nm0368875	Jean Hathaway	1876	1938
nm0368933	Philip Hatkin	1885	1923
nm0369058	Raymond Hatton	1887	1971
nm0369148	William Hauber	1891	1929
nm0369285	Ingeborg Hauge	\N	\N
nm0369458	Gerhart Hauptmann	1862	1946
nm0369839	Maie B. Havey	1889	1971
nm0370271	J.G. Hawks	1874	1940
nm0370337	Ormi Hawley	1889	1942
nm0370426	Nathaniel Hawthorne	1804	1864
nm0370564	Sessue Hayakawa	1886	1973
nm0370746	J. Charles Haydon	1876	1943
nm0371008	Emily Hayes	\N	\N
nm0371017	Frank Hayes	1871	1923
nm0371979	Joseph Hazelton	1853	1936
nm0372492	Fred Hearn	1871	1923
nm0372818	Eva McKenzie	1889	1967
nm0372991	Alice Hechy	1893	1973
nm0372992	Wilhelm Hechy	\N	\N
nm0373003	Frederick Heck	1865	1930
nm0373203	Hans Hedemark	1875	1930
nm0373341	Guy Hedlund	1884	1964
nm0373367	Ivan Hedqvist	1880	1935
nm0373614	Thomas N. Heffron	1872	1951
nm0373699	Ferenc Hegedüs	\N	\N
nm0373851	Johan Ludvig Heiberg	1791	1860
nm0374658	William Heise	1847	1910
nm0375568	Anna-Lisa Hellström	1887	1949
nm0375704	Paula Helmert	\N	\N
nm0375839	Gunnar Helsengreen	1880	1939
nm0375840	Martha Helsengreen	1882	1938
nm0375871	Jenö Heltai	1871	1957
nm0376052	John C. Hemment	\N	\N
nm0376060	Edward Hemmerde	1871	1948
nm0376079	Alfred Hemming	1851	1942
nm0376221	Joseph Henabery	1888	1976
nm0376396	Dell Henderson	1883	1956
nm0376442	Grace Henderson	1860	1944
nm0376529	Lucius Henderson	1861	1947
nm0376556	Mr. Henderson	\N	\N
nm0376574	Ralf Henderson	\N	\N
nm0376653	Bert Hendler	1890	1968
nm0376742	Louis Hendricks	1860	1923
nm0376816	Albert Hendrickx	\N	\N
nm0376829	Anita Hendrie	1863	1940
nm0376833	Ernest Hendrie	1859	1929
nm0377053	Charles V. Henkel	\N	\N
nm0377080	Mrs. William G. Henkels	\N	\N
nm0377093	Edith Henkle	\N	\N
nm0377143	Rosina Henley	1890	1978
nm0377289	George Hennessy	\N	\N
nm0377315	Ruth Hennessy	1891	\N
nm0377830	Gale Henry	1893	1972
nm0377855	Jack Henry	\N	\N
nm0377891	Katherine Henry	\N	\N
nm0377915	Marc Henry	\N	\N
nm0377923	Marion Henry	\N	\N
nm0377958	O. Henry	1862	1910
nm0377987	Robert Henry	\N	\N
nm0378057	Mat van Hensbergen	\N	\N
nm0378407	Barbara Hepworth	1904	1997
nm0378408	Cecil M. Hepworth	1873	1953
nm0378548	Gwynne Herbert	1859	1946
nm0378587	Lillian Herbert	1887	1923
nm0379107	Charles Herman	1838	1922
nm0379580	George Hernandez	1863	1922
nm0379764	James A. Herne	1839	1901
nm0380965	Jean Hersholt	1886	1956
nm0381005	Aage Hertel	1873	1944
nm0381159	William Addison Hervey	1870	1918
nm0381178	René Hervil	1881	1960
nm0381677	James Hester	1867	1924
nm0381874	André Heuzé	1880	1942
nm0381902	Reed Heustis	1882	1957
nm0381936	Jerold T. Hevener	1873	1947
nm0382104	Philip Hewland	1876	1953
nm0382474	Edna Hibbard	1894	1942
nm0382476	Fred Hibbard	1894	1925
nm0382562	Robert Hichens	1864	1950
nm0382700	Alfred Hickman	1873	1931
nm0382730	Howard Hickman	1880	1949
nm0382757	Roberta Hickman	\N	\N
nm0382774	Rodney Hickok	1891	1942
nm0382850	Eleanor Hicks	1886	1936
nm0382954	Russell Hicks	1895	1957
nm0383278	Wilbur Higby	1867	1934
nm0383329	Arthur Higgins	1891	1963
nm0383368	David Higgins	1858	1936
nm0383382	Ernest Higgins	1871	1945
nm0383495	Tasman Higgins	1888	1953
nm0383528	Percy Higginson	1878	1940
nm0383660	H.R. Hignett	1870	1959
nm0384051	Arthur Hill	1875	1932
nm0384276	George W. Hill	1895	1934
nm0384306	H.W. Hill	\N	\N
nm0384450	Kenneth Hill	1884	1929
nm0384591	Raymond C. Hill	1890	1941
nm0384754	Violette Hill	\N	\N
nm0384966	Robert Hilliard	1857	1927
nm0385258	Helen Hilton	\N	\N
nm0385485	Edith Hinckle	\N	\N
nm0385495	William Hinckley	1894	1918
nm0385541	Alma Hinding	1882	1981
nm0385686	Johnny Hines	1895	1970
nm0385714	Samuel E. Hines	1880	1939
nm0386036	Carl Hintz	1869	1926
nm0386853	Charles Hitchcock	1876	1960
nm0386863	Harry Hitchcock	\N	\N
nm0386893	Walter Hitchcock	1871	1917
nm0387549	Doty Hobart	1886	1958
nm0387551	George V. Hobart	1867	1926
nm0387612	Miss Hobbs	\N	\N
nm0387648	Carl Hobby	\N	\N
nm0388062	Earl Hodge	\N	\N
nm0388674	Franz Hofer	1882	1945
nm0388795	Aaron Hoffman	1880	1924
nm0389082	Ruby Hoffman	1886	1973
nm0389155	Carl Hoffmann	1885	1947
nm0389352	Anna Hofman-Uddgren	1868	1947
nm0389364	Ernst Hofmann	1880	1945
nm0389510	D. Hogan	\N	\N
nm0389512	Danny Hogan	1884	1930
nm0389775	Tien Hogue	\N	\N
nm0390041	John K. Holbrook	1877	1948
nm0390065	Christel Holch	1887	1969
nm0390345	Fay Holderness	1881	1963
nm0390366	Thomas Holding	1878	1929
nm0390479	Holger-Madsen	1878	1943
nm0390586	Felix Hollaender	1867	1931
nm0390676	Edna Holland	1895	1982
nm0390686	Frank Holland	1876	1950
nm0390703	Harold Holland	1885	1974
nm0390818	Rupert Sargent Holland	1878	1952
nm0391129	Arthur Hollingsworth	\N	\N
nm0391220	Alice Hollister	1886	1973
nm0391225	Doris Hollister	1906	1990
nm0391228	George K. Hollister	1873	1952
nm0391508	Holger Holm	1879	1916
nm0391837	Gerda Holmes	1891	1943
nm0391847	Helen Holmes	1893	1950
nm0391963	Mary J. Holmes	1825	1907
nm0392015	Rapley Holmes	1868	1928
nm0392059	Stuart Holmes	1884	1971
nm0392429	George Holt	1878	1944
nm0392442	Jack Holt	1888	1951
nm0392637	Jan Holtrop	1862	1917
nm0392709	Allen Holubar	1888	1923
nm0392906	Fred Homann	\N	\N
nm0392955	Homer	\N	\N
nm0393524	Thomas Hood	\N	\N
nm0393818	Arthur Hoops	1870	1916
nm0393949	Anthony Hope	1863	1933
nm0393973	Evelyn Hope	1904	1993
nm0394182	Jack Hopkins	1876	\N
nm0394399	E. Mason Hopper	1885	1967
nm0394408	James Hopper	\N	\N
nm0394472	Violet Hopson	1887	1973
nm0394479	Avery Hopwood	1882	1928
nm0394524	Charles Horan	1886	1928
nm0394742	E.D. Horkheimer	1881	1966
nm0394743	H.M. Horkheimer	1882	1962
nm0394826	Edward Horn	1881	1937
nm0394980	Fred Hornby	1872	1929
nm0395023	James W. Horne	1881	1942
nm0395136	Violet Horner	1892	1970
nm0395216	E.W. Hornung	1866	1921
nm0395438	David Horsley	1873	1933
nm0395576	Clara Horton	1904	1976
nm0395637	M. Perry Horton	1889	1971
nm0395688	Walter Horton	1880	1962
nm0396207	Arthur Hotaling	1873	1938
nm0396235	Mae Hotely	1872	1954
nm0396416	Emerson Hough	1857	1923
nm0396433	William M. Hough	1882	1962
nm0396768	Arthur Housman	1889	1942
nm0397040	Eugen Hovind	\N	\N
nm0397167	Bronson Howard	1842	1908
nm0397313	George Bronson Howard	1879	1922
nm0397326	Harold Howard	1870	1944
nm0397464	Lionelle Howard	1886	1930
nm0397470	Lois Howard	\N	\N
nm0397513	Mr. Howard	\N	\N
nm0397525	Norman Howard	1888	1964
nm0397589	Samuel Howard	\N	\N
nm0397639	Tim Howard	\N	\N
nm0397669	Walter Howard	1866	1922
nm0397922	Alice Howell	1888	1961
nm0398241	Irene Howley	1888	\N
nm0398268	Albert S. Howson	1881	1960
nm0398300	Jack Hoxie	1885	1965
nm0398446	Arthur Hoyt	1873	1953
nm0398453	Charles Hale Hoyt	1860	1900
nm0398459	Edward Hoyt	1859	1920
nm0398464	Harry O. Hoyt	1885	1961
nm0399536	Bianca Hubner	\N	\N
nm0399988	Wilbur Hudson	1870	\N
nm0400103	Ángel Huerta	\N	\N
nm0400212	Justina Huff	1893	1977
nm0400218	Louise Huff	1895	1973
nm0400912	Rupert Hughes	1872	1956
nm0401076	Victor Hugo	1802	1885
nm0401337	Jack Hulcup	1878	1951
nm0401368	Gladys Hulette	1896	1991
nm0401382	Lorraine Huling	1897	1971
nm0401405	Arthur Stuart Hull	1878	1951
nm0401436	Jack Hull	1885	\N
nm0401470	Shelly Hull	1884	1919
nm0401705	Gustaf Humble	1884	1949
nm0401743	Ilean Hume	1896	1978
nm0401744	Fergus Hume	1859	1932
nm0401924	James Humphrey	\N	\N
nm0401967	William Humphrey	1863	1942
nm0402023	Rita Humphreys	\N	\N
nm0402060	Joseph Humphries	\N	\N
nm0402076	Olga Humphries	\N	\N
nm0402238	Edgar Hungerford	\N	\N
nm0402239	J. Edward Hungerford	1883	1964
nm0402309	Willem Hunsche	\N	\N
nm0402475	Irene Hunt	1892	1988
nm0402489	Jay Hunt	1855	1932
nm0402790	Dick Hunter	1875	1962
nm0402802	Edna Hunter	1876	1920
nm0402905	Kenneth Hunter	1882	1961
nm0403054	T. Hayes Hunter	1884	1944
nm0403151	Fred Huntley	1862	1931
nm0403165	Luray Huntley	1890	1919
nm0403319	Earl Hurd	1880	1940
nm0403398	William Hurlbut	1878	1957
nm0403439	Frank Hurley	1885	1962
nm0403465	Julia Hurley	1848	1927
nm0403636	Paul Hurst	1888	1953
nm0403851	Bergliot Husberg	1884	1975
nm0404222	William Hutchison	1869	1918
nm0404282	Miriam Hutchins	\N	\N
nm0404327	Craig Hutchinson	1891	1976
nm0404431	Charles Hutchison	1879	1949
nm0404642	Leona Hutton	1892	1949
nm0404645	Lucille Hutton	1898	1979
nm0404980	Harry Hyde	\N	\N
nm0405219	John B. Hymer	1875	1953
nm0405657	Lisa Håkansson-Taube	1880	1964
nm0405680	Hébert	\N	\N
nm0406094	Edgar Høyer	1859	1942
nm0406107	Margarete Hübler	\N	\N
nm0407322	Aladár Ihász	1886	1960
nm0407817	Martha Illington	\N	\N
nm0408219	Fred Immler	1880	1965
nm0408278	Pastora Imperio	1889	1979
nm0408429	John Ince	1878	1947
nm0408433	Ralph Ince	1887	1937
nm0408436	Thomas H. Ince	1880	1924
nm0408850	Gus Ingles	1876	1952
nm0408863	E. Magnus Ingleton	1873	1936
nm0408865	George Ingleton	1861	1926
nm0408932	Harrish Ingraham	1881	\N
nm0408937	Lloyd Ingraham	1874	1956
nm0408938	Lois Ingraham	1908	1955
nm0409208	Camillo Innocenti	\N	\N
nm0409251	Makoto Inokuchi	1887	\N
nm0409390	Charles Inslee	1870	1922
nm0409501	Denis d'Inès	1885	1968
nm0409736	Mikhail Ippolitov-Ivanov	1859	1935
nm0410008	R.E. Irish	1882	1962
nm0410271	George Irving	1874	1961
nm0410331	Washington Irving	1783	1859
nm0410425	May Irwin	1862	1938
nm0410467	Wallace Irwin	1875	1959
nm0410470	Will Irwin	1873	1948
nm0410756	José Isbert	1886	1966
nm0412167	Elaine Ivans	1900	1975
nm0412249	Ann Ivers	\N	\N
nm0412324	Charlotte Ives	1891	1976
nm0413045	Jacques Jaccard	1886	1960
nm0413240	José Jackson Veyán	\N	\N
nm0413582	Helen Hunt Jackson	1830	1885
nm0414088	Thomas Jackson	\N	\N
nm0414345	Billy Jacobs	1910	2004
nm0414716	Frederik Jacobsen	1876	1922
nm0414887	Lilly Jacobson	1893	1979
nm0414951	Käthie Jacobsson	\N	\N
nm0415241	Jean Jacquinet	\N	\N
nm0415403	Henrik Jaenzon	1886	1954
nm0416456	Eddie James	1886	1944
nm0416527	Gladden James	1888	1948
nm0417168	Bud Jamison	1895	1944
nm0417646	Elsie Janis	1889	1956
nm0417837	Emil Jannings	1884	1950
nm0417905	Jenö Janovics	1872	1945
nm0418086	Julie Jansen-Fuhr	1878	1947
nm0418109	Harriet Janson	\N	\N
nm0418751	Jack Jarman	1893	1945
nm0418913	Arthur L. Jarrett	1884	1960
nm0419223	Jasmine	\N	\N
nm0419228	Arthur Jasmine	1899	1954
nm0419327	Victorin-Hippolyte Jasset	1862	1913
nm0420186	Daisy Jefferson	1889	1967
nm0420198	Joseph Jefferson	1829	1905
nm0420232	Thomas Jefferson	1856	1932
nm0420237	William Jefferson	1876	1946
nm0420292	Hugh Jeffrey	1873	1927
nm0420350	C.A. Jeffries	\N	\N
nm0421030	G.E. Jenks	\N	\N
nm0421041	Si Jenks	1876	1970
nm0421104	Al J. Jennings	1863	1961
nm0421138	DeWitt Jennings	1871	1937
nm0421431	Eulalie Jensen	1884	1952
nm0421443	Frederik Jensen	1863	1934
nm0421454	Gerda Jensen	\N	\N
nm0421656	Richard Jensen	1883	1935
nm0421859	Kate Jepson	1860	1923
nm0421945	Rigmor Jerichau	1887	1960
nm0422065	Douglas Jerrold	1803	1857
nm0422135	George Jeske	1891	1951
nm0422149	Margrete Jespersen	1881	1947
nm0422465	Ethel Jewett	1877	1944
nm0422809	Eduardo Jimeno	\N	\N
nm0422930	Enrique Jiménez	\N	\N
nm0423572	Clara Joel	\N	\N
nm0423762	Adam Johansen	\N	\N
nm0424530	Arthur V. Johnson	1876	1916
nm0424690	Burges Johnson	1877	1963
nm0424692	Buster Johnson	1908	1969
nm0424817	Constance Johnson	1893	1951
nm0425020	Edith Johnson	1894	1969
nm0425049	Emory Johnson	1894	1960
nm0425191	H.L. Johnson	\N	\N
nm0425592	Lamar Johnstone	1884	1919
nm0425766	Martin E. Johnson	1884	1937
nm0425770	Mary Johnson	1896	1975
nm0425854	Millard Johnson	1871	\N
nm0426310	Tefft Johnson	1871	1956
nm0426515	Agnes Christine Johnston	1896	1978
nm0426522	Allen Johnston	\N	\N
nm0426668	Jack W. Johnston	1876	1946
nm0426754	Lorimer Johnston	1858	1941
nm0426790	Moffat Johnston	1886	1935
nm0426900	Calder Johnstone	1880	1958
nm0426926	Justine Johnstone	1895	1982
nm0427113	Johan Jolin	1818	1884
nm0427342	Frank Jonasson	1878	1942
nm0427659	Buck Jones	1891	1942
nm0427995	Ed Jones	1875	1958
nm0428013	Edgar Jones	1874	1958
nm0428059	F. Richard Jones	1893	1930
nm0428219	Henry Arthur Jones	1851	1929
nm0428734	Marc Edmund Jones	1888	1980
nm0428895	Morgan Jones	1879	1951
nm0429459	William Jones	\N	\N
nm0430187	Sid Jordan	1889	1970
nm0430865	Margaret Joslin	1883	1956
nm0430910	William Jossey	1867	1937
nm0430968	Edward José	1865	1930
nm0431414	Ernest Joy	1878	1924
nm0431433	Leatrice Joy	1893	1985
nm0431484	Alice Joyce	1890	1955
nm0431898	Dorothy Judge	1891	1961
nm0431914	M. Judge	\N	\N
nm0432216	Rupert Julian	1879	1943
nm0432305	Ester Julin	1885	1931
nm0432721	Hans Junkermann	1872	1943
nm0432915	Maximillian Jurgens	\N	\N
nm0433165	Maibelle Heikes Justice	1871	1926
nm0433425	Mari Jászai	1850	1926
nm0433671	Martin Jørgensen	\N	\N
nm0433768	Barbosa Júnior	1897	1965
nm0434130	Gyözö Kabók	1881	1949
nm0434688	Arthur Kahane	\N	\N
nm0434820	Eleanor Kahn	1903	1982
nm0435117	Germaine Kaisen	\N	\N
nm0435118	Kaiser Wilhelm II	1859	1941
nm0435229	Erich Kaiser-Titz	1875	1928
nm0435747	Bertha Kalich	1874	1939
nm0435749	Lillian Kalich	\N	\N
nm0436704	Ester Rachel Kaminska	1870	1925
nm0436706	Ida Kaminska	1899	1980
nm0437312	Gail Kane	1885	1966
nm0437920	Robert Kanter	\N	\N
nm0439455	Karl Gerhard	1891	1964
nm0440059	Darwin Karr	1875	1945
nm0441259	Arthur Kathane	\N	\N
nm0441601	Monte M. Katterjohn	1891	1949
nm0442040	Reginald Wright Kauffman	1877	1959
nm0442108	Charles E. Kaufman	1874	1962
nm0442180	Joseph Kaufman	1882	1918
nm0442253	Sam Kaufman	1885	1972
